ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN_FLAG,HCN_CRN_FLAG,WMO_ID
US1CABT0016,39.8036,-121.5819,709.3,CA,MAGALIA 2.3 SE,,,
US1CABT0017,39.7999,-121.8915,58.2,CA,CHICO 5.5 NW,,,
US1CABT0018,39.3691,-121.6926,26.2,CA,GRIDLEY 0.4 NNE,,,
US1CABT0019,39.7525,-121.8028,78.3,CA,CHICO 0.2 ESE,,,
US1CABT0023,39.7469,-121.8201,69.5,CA,CHICO 0.8 SW,,,
US1CABT0026,39.3348,-121.6458,28.0,CA,GRIDLEY 3.3 SE,,,
US1CABT0032,39.3946,-121.4047,249.9,CA,BANGOR 0.4 N,,,
US1CABT0033,39.4064,-121.5,84.1,CA,PALERMO 2.7 SE,,,
US1CABT0042,39.6474,-121.873,43.3,CA,CHICO 8.1 SSW,,,
US1CABT0044,39.4309,-121.532,64.3,CA,PALERMO 0.4 S,,,
US1CACC0001,37.9898,-122.1085,76.8,CA,MARTINEZ 0.8 SSE,,,
US1CACC0003,37.9485,-122.0541,17.4,CA,PLEASANT HILL 1.2 ESE,,,
US1CACC0004,37.8783,-122.0338,74.1,CA,WALNUT CREEK 1.7 SSE,,,
US1CACC0006,37.8937,-122.1043,75.6,CA,LAFAYETTE 0.7 E,,,
US1CACC0007,37.909,-122.1547,250.5,CA,LAFAYETTE 2.3 WNW,,,
US1CACC0008,38.0545,-122.2327,64.9,CA,CROCKETT 0.7 WNW,,,
US1CACC0010,37.8883,-122.1526,157.9,CA,LAFAYETTE 1.9 WSW,,,
US1CACC0011,37.9744,-122.1384,210.9,CA,MARTINEZ 2.2 SW,,,
US1CACC0012,37.9786,-121.8381,54.3,CA,ANTIOCH 2.2 WSW,,,
US1CACC0013,37.9884,-121.7477,22.3,CA,OAKLEY 1.7 W,,,
US1CACC0014,37.8538,-122.0157,100.9,CA,ALAMO 1.0 WSW,,,
US1CACC0016,37.9783,-122.0134,37.8,CA,CONCORD 0.8 WNW,,,
US1CACC0018,37.8846,-122.0285,84.4,CA,WALNUT CREEK 1.4 SSE,,,
US1CACC0019,37.916,-122.0232,47.5,CA,WALNUT CREEK 1.4 NE,,,
US1CACC0021,37.9593,-121.7811,74.7,CA,ANTIOCH 2.2 SSE,,,
US1CACC0025,37.8698,-122.1384,228.0,CA,MORAGA 2.4 NNW,,,
US1CACC0027,37.9588,-122.0556,13.1,CA,PLEASANT HILL 1.1 ENE,,,
US1CACC0028,37.9363,-122.3157,78.6,CA,EL CERRITO 1.3 NW,,,
US1CACC0031,37.8911,-122.0811,76.8,CA,WALNUT CREEK 2.3 WSW,,,
US1CACC0033,37.7335,-121.9432,125.6,CA,SAN RAMON 1.7 SSE,,,
US1CACC0035,37.9133,-122.3162,29.9,CA,RICHMOND 3.6 SE,,,
US1CACC0036,37.899,-121.723,55.5,CA,BRENTWOOD 2.5 SSW,,,
US1CACC0037,37.9533,-121.9712,81.4,CA,CONCORD 2.1 SE,,,
US1CACC0040,37.9226,-122.3068,41.8,CA,EL CERRITO 0.3 WNW,,,
US1CACC0041,37.9737,-121.9926,52.7,CA,CONCORD 0.4 E,,,
US1CACC0043,37.7842,-121.9692,147.2,CA,DANVILLE 2.1 S,,,
US1CACC0045,37.8177,-122.006,135.6,CA,DANVILLE 1.9 W,,,
US1CACC0046,37.9816,-121.9986,43.6,CA,CONCORD 0.6 N,,,
US1CACC0047,37.9536,-122.1019,98.5,CA,LAFAYETTE 4.2 NNE,,,
US1CACC0050,38.018,-121.9032,17.4,CA,PITTSBURG 0.7 W,,,
US1CACC0052,37.9629,-122.3158,43.9,CA,EL SOBRANTE 1.6 SW,,,
US1CACC0053,37.9548,-122.2741,46.6,CA,EL SOBRANTE 1.8 SE,,,
US1CACL0001,39.349,-122.1771,27.7,CA,MAXWELL 5.1 N,,,
US1CACV0002,38.1967,-120.9728,90.8,CA,WALLACE 0.3 NE,,,
US1CACV0004,38.1652,-120.4124,1021.7,CA,MURPHYS 2.8 ENE,,,
US1CACV0006,38.2423,-120.3118,1230.2,CA,ARNOLD 3.2 ENE,,,
US1CACV0008,38.3804,-120.4735,922.6,CA,WILSEYVILLE 2.2 E,,,
US1CACV0011,38.0641,-120.6531,431.0,CA,ANGELS 5.8 W,,,
US1CACV0012,38.2538,-120.3604,1226.2,CA,ARNOLD 1.6 NNE,,,
US1CADN0001,41.824,-124.1482,19.8,CA,CRESCENT CITY 5.5 NNE,,,
US1CADN0003,41.9293,-124.1499,20.7,CA,SMITH RIVER 0.2 NW,,,
US1CADN0005,41.7998,-124.1428,29.9,CA,CRESCENT CITY 4.2 NE,,,
US1CADN0006,41.9153,-124.136,36.6,CA,SMITH RIVER 1.1 SSE,,,
US1CADN0007,41.8653,-124.1513,14.9,CA,FORT DICK 0.2 SSW,,,
US1CADN0008,41.8617,-124.1437,29.0,CA,CRESCENT CITY 7.8 NNE,,,
US1CADN0009,41.8711,-124.0636,525.5,CA,CRESCENT CITY 10.6 NE,,,
US1CADN0011,41.7851,-124.1999,9.4,CA,CRESCENT CITY 2.1 N,,,
US1CADN0012,41.5134,-123.9867,44.5,CA,KLAMATH 0.8 SE,,,
US1CADN0013,41.9869,-123.7185,523.3,CA,O'BRIEN 5.6 SSW,,,
US1CADN0015,41.83,-124.163,15.2,CA,CRESCENT CITY 5.5 NNE,,,
US1CADN0016,41.6958,-123.8874,256.9,CA,CRESCENT CITY 16.5 ESE,,,
US1CADN0017,41.7715,-124.1966,15.2,CA,CRESCENT CITY 1.2 N,,,
US1CADN0021,41.7912,-124.1773,17.1,CA,CRESCENT CITY 2.8 NNE,,,
US1CAED0001,38.6857,-120.8239,541.9,CA,DIAMOND SPRINGS 0.1 W,,,
US1CAED0002,38.7532,-120.8401,548.6,CA,PLACERVILLE 2.9 WNW,,,
US1CAED0003,38.6953,-120.849,534.9,CA,PLACERVILLE 3.7 SW,,,
US1CAED0006,38.672,-120.9759,431.0,CA,CAMERON PARK 0.9 SE,,,
US1CAED0007,38.5925,-120.6094,1033.3,CA,FAIR PLAY 2.8 ESE,,,
US1CAED0010,38.7392,-120.7846,620.6,CA,PLACERVILLE 0.9 NE,,,
US1CAED0011,38.757,-120.5775,1187.2,CA,POLLOCK PINES 0.5 NW,,,
US1CAED0012,38.7186,-120.634,947.3,CA,CAMINO 2.6 ESE,,,
US1CAED0014,38.7135,-121.0816,213.4,CA,EL DORADO HILLS 1.9 N,,,
US1CAED0017,38.7338,-120.711,887.0,CA,CAMINO 2.0 WSW,,,
US1CAED0018,38.7575,-120.6046,1173.2,CA,POLLOCK PINES 1.9 WNW,,,
US1CAED0020,38.8817,-120.0339,1927.9,CA,SOUTH LAKE TAHOE 4.9 SW,,,
US1CAED0021,38.6954,-121.0745,216.1,CA,EL DORADO HILLS 0.7 NNE,,,
US1CAED0023,38.698,-121.0869,235.0,CA,EL DORADO HILLS 0.9 NNW,,,
US1CAED0027,38.6803,-120.691,788.5,CA,PLACERVILLE 6.6 ESE,,,
US1CAED0029,38.8957,-120.9818,507.8,CA,COOL 2.0 ENE,,,
US1CAED0032,38.6905,-120.811,572.1,CA,DIAMOND SPRINGS 0.7 ENE,,,
US1CAED0033,38.6588,-121.0105,367.6,CA,CAMERON PARK 2.0 SW,,,
US1CAED0036,38.7547,-120.6712,942.1,CA,CAMINO 1.2 N,,,
US1CAFR0001,36.7801,-119.8111,92.4,CA,FRESNO 3.4 SSE,,,
US1CAFR0002,36.8611,-119.6931,116.4,CA,CLOVIS 2.9 N,,,
US1CAFR0003,36.9897,-119.3971,509.9,CA,TOLLHOUSE 2.0 SSE,,,
US1CAFR0005,36.9342,-119.3586,425.8,CA,TOLLHOUSE 6.2 SSE,,,
US1CAFR0006,36.798,-119.5535,127.4,CA,SANGER 6.8 N,,,
US1CAFR0007,36.8362,-119.8293,101.5,CA,FRESNO 4.3 NNW,,,
US1CAFR0008,36.5702,-120.0892,55.8,CA,HELM 2.7 NNE,,,
US1CAFR0009,36.9785,-119.3964,643.4,CA,TOLLHOUSE 2.8 SSE,,,
US1CAFR0013,36.833,-119.6808,114.3,CA,CLOVIS 1.3 NE,,,
US1CAFR0014,36.8053,-119.8222,97.2,CA,FRESNO 2.4 NW,,,
US1CAFR0016,36.7881,-119.6654,109.7,CA,FRESNO 7.1 E,,,
US1CAFR0020,36.8559,-119.7412,110.9,CA,FRESNO 5.9 NNE,,,
US1CAFR0021,36.6889,-119.1873,399.0,CA,SQUAW VALLEY 0.6 SE,,,
US1CAFR0022,36.6857,-119.1393,759.6,CA,SQUAW VALLEY 3.1 ESE,,,
US1CAFR0025,36.8017,-119.3013,253.0,CA,SQUAW VALLEY 9.4 NW,,,
US1CAFR0026,36.8768,-119.7435,117.7,CA,FRESNO 7.2 NNE,,,
US1CAFR0027,36.7959,-119.5983,119.5,CA,CLOVIS 5.6 ESE,,,
US1CAFR0028,37.0702,-119.5103,609.6,CA,AUBERRY 1.1 WSW,,,
US1CAFR0030,37.0668,-119.5251,613.0,CA,AUBERRY 1.9 WSW,,,
US1CAFR0031,36.8625,-119.6577,123.1,CA,CLOVIS 3.6 NE,,,
US1CAFR0033,36.7463,-119.8007,88.1,CA,FRESNO 2.4 S,,,
US1CAFR0034,36.7909,-119.7698,99.4,CA,FRESNO 1.5 ENE,,,
US1CAFR0035,36.7382,-119.6903,98.1,CA,FRESNO 6.4 ESE,,,
US1CAFR0036,36.6771,-119.0168,1073.8,CA,MIRAMONTE 2.2 ESE,,,
US1CAHM0001,40.8809,-124.0692,128.0,CA,ARCATA 1.1 NE,,,
US1CAHM0002,40.8248,-124.0382,23.5,CA,BAYSIDE 1.8 SE,,,
US1CAHM0003,41.2084,-124.1027,172.8,CA,ORICK 5.9 SSW,,,
US1CAHM0004,40.9231,-124.084,99.1,CA,MCKINLEYVILLE 2.7 SE,,,
US1CAHM0005,40.8962,-123.9984,111.6,CA,MCKINLEYVILLE 7.3 ESE,,,
US1CAHM0006,41.0783,-124.1517,61.3,CA,TRINIDAD 1.5 NNW,,,
US1CAHM0007,40.2516,-124.1823,96.3,CA,HONEYDEW 3.1 WNW,,,
US1CAHM0009,40.9778,-124.086,82.3,CA,MCKINLEYVILLE 2.3 NE,,,
US1CAHM0010,40.1082,-123.9007,186.5,CA,REDWAY 4.3 W,,,
US1CAHM0011,40.5728,-124.1444,39.0,CA,FORTUNA 0.9 SSW,,,
US1CAHM0012,40.6005,-124.1613,29.9,CA,FORTUNA 1.5 NW,,,
US1CAHM0013,40.1387,-123.9061,554.7,CA,REDWAY 4.8 WNW,,,
US1CAHM0014,40.2093,-123.8941,164.3,CA,MIRANDA 4.1 SW,,,
US1CAHM0016,40.7563,-124.1661,53.6,CA,BAYVIEW 0.8 SE,,,
US1CAHM0018,40.7885,-124.1536,35.1,CA,EUREKA 0.5 SSE,,,
US1CAHM0019,40.8768,-124.0973,5.2,CA,ARCATA 1.1 NW,,,
US1CAHM0020,40.5673,-124.1357,59.4,CA,FORTUNA 1.3 S,,,
US1CAHM0021,40.8873,-124.0724,88.1,CA,ARCATA 1.4 NNE,,,
US1CAHM0022,40.9392,-123.6236,199.6,CA,WILLOW CREEK 4.5 NNE,,,
US1CAHM0024,40.7997,-124.1618,18.6,CA,EUREKA 0.4 NW,,,
US1CAHM0025,40.8757,-124.0964,4.6,CA,ARCATA 1.0 NW,,,
US1CAHM0026,40.4734,-123.7013,815.3,CA,BRIDGEVILLE 5.2 ENE,,,
US1CAHM0027,41.0095,-124.0926,5.5,CA,TRINIDAD 4.2 SE,,,
US1CAHM0029,40.5867,-124.1409,19.8,CA,FORTUNA 0.1 NW,,,
US1CAHM0030,40.0775,-123.8239,126.5,CA,GARBERVILLE 2.2 SW,,,
US1CAHM0031,40.0677,-123.83,118.6,CA,GARBERVILLE 2.9 SW,,,
US1CAHM0032,40.0886,-123.8103,155.4,CA,GARBERVILLE 1.1 WSW,,,
US1CAHM0033,40.8959,-124.0951,9.8,CA,ARCATA 2.1 NNW,,,
US1CAHM0034,40.7895,-124.0795,32.3,CA,KNEELAND 4.8 WNW,,,
US1CAHM0035,40.7642,-124.1476,59.1,CA,EUREKA 2.2 S,,,
US1CAHM0036,40.0368,-124.0524,337.4,CA,SHELTER COVE 1.2 ENE,,,
US1CAHM0037,40.9527,-124.0337,52.7,CA,MCKINLEYVILLE 4.3 E,,,
US1CAHM0038,40.7659,-123.9985,612.0,CA,KNEELAND 0.4 NNW,,,
US1CAHM0039,40.8881,-123.9944,54.6,CA,BLUE LAKE 0.6 NNW,,,
US1CAHM0040,40.9383,-124.1264,17.7,CA,MCKINLEYVILLE 1.2 SSW,,,
US1CAHM0041,40.757,-124.1814,30.5,CA,EUREKA 3.0 SSW,,,
US1CAHM0042,40.9496,-124.1037,38.7,CA,MCKINLEYVILLE 0.7 ESE,,,
US1CAHM0044,40.1093,-123.8519,291.1,CA,REDWAY 1.8 WSW,,,
US1CAHM0046,41.0614,-124.124,87.5,CA,TRINIDAD 1.0 ENE,,,
US1CAHM0047,40.6578,-123.9245,745.5,CA,HYDESVILLE 11.4 NE,,,
US1CAHM0048,40.9473,-123.6279,152.7,CA,WILLOW CREEK 4.9 NNE,,,
US1CAHM0050,40.7957,-124.1335,21.0,CA,EUREKA 1.2 E,,,
US1CAHM0051,40.9754,-124.0882,82.3,CA,MCKINLEYVILLE 2.1 NE,,,
US1CAHM0052,40.7109,-123.9758,624.8,CA,KNEELAND 3.5 SSE,,,
US1CAHM0054,40.8506,-124.0517,64.0,CA,ARCATA 1.9 SE,,,
US1CAHM0056,40.1538,-123.6376,480.7,CA,REDWAY 9.9 ENE,,,
US1CAHM0060,41.0593,-124.1398,54.9,CA,TRINIDAD 0.2 NE,,,
US1CAHM0063,40.8724,-124.0973,4.6,CA,ARCATA 0.9 WNW,,,
US1CAHM0064,41.3015,-123.5428,125.0,CA,ORLEANS 0.0 N,,,
US1CAHM0065,40.0394,-123.9596,306.3,CA,WHITETHORN 1.4 NW,,,
US1CAHM0066,40.0447,-123.959,294.7,CA,WHITETHORN 1.7 NNW,,,
US1CAHM0068,40.7852,-124.1575,46.0,CA,EUREKA 0.7 S,,,
US1CAHM0070,40.2002,-124.1053,425.2,CA,HONEYDEW 3.2 SSE,,,
US1CAHM0073,40.3172,-124.2816,28.0,CA,PETROLIA 0.6 SSE,,,
US1CAHM0074,40.7987,-124.0381,419.1,CA,KNEELAND 3.4 WNW,,,
US1CAHM0075,40.038,-124.0675,120.1,CA,SHELTER COVE 0.6 NNE,,,
US1CAHM0077,40.5671,-124.1101,139.0,CA,FORTUNA 2.0 SE,,,
US1CAHM0078,40.1097,-123.8017,159.7,CA,GARBERVILLE 0.8 NNW,,,
US1CAHM0079,40.4854,-123.6497,740.4,CA,DINSMORE 2.3 W,,,
US1CAHM0081,40.7308,-124.1525,128.6,CA,EUREKA 4.5 S,,,
US1CAHM0083,40.9018,-124.0804,11.9,CA,ARCATA 2.4 N,,,
US1CAHM0084,40.7938,-124.1463,16.2,CA,EUREKA 0.5 ESE,,,
US1CAHM0086,40.9618,-124.0449,44.8,CA,MCKINLEYVILLE 3.7 E,,,
US1CAHM0087,40.9273,-124.0991,56.7,CA,MCKINLEYVILLE 2.0 SSE,,,
US1CAHM0088,40.704,-124.1881,159.7,CA,HUMBOLDT HILL 1.5 S,,,
US1CAHM0089,40.7285,-124.1726,31.4,CA,EUREKA 4.7 S,,,
US1CAHM0091,40.1745,-123.9904,501.1,CA,ETTERSBURG 2.8 N,,,
US1CAHM0092,40.9357,-124.1259,15.8,CA,MCKINLEYVILLE 1.3 SSW,,,
US1CAHM0093,40.1241,-123.827,136.9,CA,REDWAY 0.6 NW,,,
US1CAHM0094,40.57,-124.1376,49.7,CA,FORTUNA 1.1 S,,,
US1CAHM0095,40.288,-124.3448,103.9,CA,PETROLIA 4.0 SW,,,
US1CAHM0097,40.9688,-124.0906,79.2,CA,MCKINLEYVILLE 1.7 NE,,,
US1CAHM0098,40.7235,-124.2036,116.1,CA,EUREKA 5.6 SSW,,,
US1CAHM0099,40.8319,-124.0431,26.8,CA,BAYSIDE 1.3 SE,,,
US1CAHM0102,40.6086,-124.1624,100.9,CA,FORTUNA 2.0 NW,,,
US1CAHM0103,40.4221,-123.5783,1286.3,CA,DINSMORE 4.9 SSE,,,
US1CAHM0104,40.6003,-124.1558,26.2,CA,FORTUNA 1.3 NW,,,
US1CAHM0111,40.4936,-123.9909,72.2,CA,CARLOTTA 4.8 SE,,,
US1CAHM0113,40.7633,-124.1739,40.2,CA,EUREKA 2.4 SSW,,,
US1CAHM0114,40.7857,-124.144,16.8,CA,EUREKA 0.9 SE,,,
US1CAHM0115,40.8463,-124.1641,6.7,CA,ARCATA 4.6 WSW,,,
US1CAHM0116,41.0518,-124.12,94.8,CA,TRINIDAD 1.2 ESE,,,
US1CAHM0117,41.0288,-124.0995,108.8,CA,WESTHAVEN-MOONSTONE 0.9 SSE,,,
US1CAHM0118,40.0084,-123.9835,581.3,CA,WHITETHORN 2.4 WSW,,,
US1CAHM0119,40.7985,-124.1365,10.4,CA,EUREKA 1.0 ENE,,,
US1CAHM0123,40.5674,-124.2089,11.6,CA,FERNDALE 2.8 ESE,,,
US1CAHM0125,40.7724,-124.1639,34.7,CA,EUREKA 1.6 SSW,,,
US1CAHM0126,41.3023,-123.5593,128.3,CA,ORLEANS 0.9 W,,,
US1CAHM0127,40.6347,-124.2023,128.9,CA,LOLETA 1.3 ESE,,,
US1CAHM0128,40.7899,-124.1518,23.5,CA,EUREKA 0.4 SSE,,,
US1CAHM0138,40.7803,-124.1089,5.2,CA,EUREKA 2.7 ESE,,,
US1CAHM0139,40.9646,-124.0373,60.0,CA,MCKINLEYVILLE 4.2 E,,,
US1CAHM0142,40.8833,-124.0662,130.5,CA,ARCATA 1.3 NE,,,
US1CAHM0144,40.9509,-123.6298,153.9,CA,WILLOW CREEK 5.1 NNE,,,
US1CAHM0145,40.8713,-124.1004,7.6,CA,ARCATA 1.0 WNW,,,
US1CAHM0146,40.5756,-124.2861,135.9,CA,FERNDALE 1.4 WSW,,,
US1CAHM0147,40.4978,-124.1046,40.2,CA,RIO DELL 0.2 SSE,,,
US1CAHM0148,40.7841,-124.15,39.6,CA,EUREKA 0.8 SSE,,,
US1CAHM0149,40.9081,-123.6146,177.1,CA,WILLOW CREEK 3.2 NE,,,
US1CAHM0150,40.8644,-124.0433,337.7,CA,ARCATA 2.0 E,,,
US1CAHM0155,40.767,-124.1174,59.7,CA,EUREKA 2.8 SE,,,
US1CAHM0156,40.8346,-124.0703,21.6,CA,BAYSIDE 0.6 SSW,,,
US1CAHM0157,40.7687,-124.1653,34.4,CA,EUREKA 1.9 SSW,,,
US1CAHM0159,40.9667,-124.0941,77.1,CA,MCKINLEYVILLE 1.5 NE,,,
US1CAHM0161,40.3499,-123.7142,361.2,CA,BLOCKSBURG 6.6 NW,,,
US1CAIM0002,32.9019,-114.4945,80.8,CA,WINTERHAVEN 13.5 NE,,,
US1CAIN0001,37.3626,-118.3883,1261.9,CA,BISHOP 0.6 SE,,,
US1CAIN0002,37.3227,-118.5404,1829.4,CA,BISHOP 8.5 WSW,,,
US1CAIN0004,37.3878,-118.4141,1274.4,CA,BISHOP 1.7 NW,,,
US1CAIN0005,37.4115,-118.5474,1382.9,CA,BISHOP 8.8 WNW,,,
US1CAIN0006,37.3992,-118.3465,1254.6,CA,LAWS 0.1SW,,,
US1CAIN0007,37.3854,-118.415,1275.0,CA,BISHOP 1.6 NW,,,
US1CAIN0008,36.8061,-118.2014,1193.0,CA,INDEPENDENCE 0.2 NNW,,,
US1CAIN0009,37.1688,-118.2878,1210.7,CA,BIG PINE 0.5 ENE,,,
US1CAIN0010,37.3844,-118.4228,1282.0,CA,BISHOP 1.8 NW,,,
US1CAIN0011,37.1777,-118.3055,1222.2,CA,BIG PINE 1.0 NW,,,
US1CAIN0012,37.3474,-118.4153,1286.6,CA,BISHOP 1.7 SW,,,
US1CAIN0013,37.3786,-118.4178,1281.1,CA,BISHOP 1.4 WNW,,,
US1CAKG0001,36.2932,-119.7718,68.0,CA,LEMOORE 0.9 ESE,,,
US1CAKG0002,36.2399,-119.7559,64.9,CA,LEMOORE 4.4 SSE,,,
US1CAKG0003,36.295,-119.7914,68.0,CA,LEMOORE 0.3 SW,,,
US1CAKG0004,36.3769,-119.6527,78.6,CA,HANFORD 3.6 N,,,
US1CAKG0005,36.3349,-119.6743,74.7,CA,HANFORD 1.7 WNW,,,
US1CAKG0006,36.3314,-119.6668,74.1,CA,HANFORD 1.2 WNW,,,
US1CAKN0001,35.6345,-117.9782,1316.4,CA,INYOKERN 9.4 WSW,,,
US1CAKN0002,35.1479,-118.016,742.2,CA,CALIFORNIA CITY 11.9 WSW,,,
US1CAKN0003,35.1323,-118.4799,1202.4,CA,TEHACHAPI 2.2 W,,,
US1CAKN0005,34.8266,-118.9547,1531.0,CA,FRAZIER PARK 0.6 WNW,,,
US1CAKN0009,34.8353,-119.1631,1834.0,CA,PINE MOUNTAIN CLUB 0.9 SSW,,,
US1CAKN0010,34.85,-119.1333,1606.0,CA,PINE MOUNTAIN CLUB 1.4 ENE,,,
US1CAKN0013,35.7022,-118.1739,926.3,CA,ONYX 2.8 ENE,,,
US1CAKN0017,35.5832,-119.3483,99.1,CA,WASCO 0.8 SSW,,,
US1CAKN0020,34.9622,-118.2342,883.9,CA,MOJAVE 6.9 SSW,,,
US1CAKN0021,35.0627,-119.4073,276.1,CA,MARICOPA 0.4 WNW,,,
US1CAKN0022,35.3311,-119.1078,112.8,CA,BAKERSFIELD 6.1 WSW,,,
US1CAKN0026,35.4088,-118.5071,1047.0,CA,WALKER BASIN 0.9 E,,,
US1CAKN0029,34.8197,-118.9956,1579.8,CA,LAKE OF THE WOODS 0.2 NNE,,,
US1CAKN0031,35.1464,-118.4986,1184.8,CA,TEHACHAPI 3.4 WNW,,,
US1CAKN0034,35.6407,-117.6743,703.5,CA,RIDGECREST 1.0 NW,,,
US1CALA0001,34.1689,-118.2947,155.8,CA,GLENDALE 2.4 WSW,,,
US1CALA0002,33.9373,-117.9844,88.1,CA,WHITTIER 3.6 ESE,,,
US1CALA0003,33.7902,-118.3369,61.0,CA,TORRANCE 2.8 SW,,,
US1CALA0005,34.1874,-118.1245,403.3,CA,ALTADENA 0.7 ESE,,,
US1CALA0006,34.0165,-118.4598,45.1,CA,SANTA MONICA 1.9 E,,,
US1CALA0007,34.1805,-118.6497,272.5,CA,WOODLAND HILLS 2.6 WNW,,,
US1CALA0008,34.0786,-118.687,207.9,CA,MONTE NIDO 0.2 SSW,,,
US1CALA0009,34.1543,-118.42,194.5,CA,SHERMAN OAKS 1.7 ENE,,,
